1001AY38Z	09.12.2022 11.57.48,951000000
1001AY0PV	06.12.2022 11.52.19,291000000
1001AY0PS	05.12.2022 11.15.15,377000000
1001AY0PQ	05.12.2022 11.39.34,411000000
1001AY0PL	05.12.2022 11.13.05,598000000
1001AY0PK	05.12.2022 11.07.37,072000000
1001AY0PJ	05.12.2022 11.11.35,623000000
1001AY0PH	05.12.2022 11.01.24,787000000
1001AY0PF	05.12.2022 10.56.27,929000000
1001AY0PD	05.12.2022 10.55.13,922000000
1001AY0PC	05.12.2022 10.56.30,810000000
1001AY0P9	05.12.2022 10.52.51,865000000
1001AY0P8	05.12.2022 10.52.35,888000000
1001AY0P7	05.12.2022 10.52.48,738000000
1001AY0P4	05.12.2022 10.50.09,858000000
1001AY0P3	05.12.2022 10.52.33,364000000
1001AY0P2	05.12.2022 10.58.15,598000000
1001AY0P1	05.12.2022 10.51.59,441000000
1001AY0oZ	05.12.2022 10.47.26,963000000
1001AY0oW	05.12.2022 11.33.29,705000000
1001AY0oV	05.12.2022 10.45.45,461000000
1001AY0oT	05.12.2022 10.50.25,385000000
1001AY0oM	05.12.2022 10.44.01,745000000
1001AY0oE	05.12.2022 10.39.31,740000000
1001AY0oC	05.12.2022 10.33.44,962000000
1001AY0oA	05.12.2022 10.29.52,366000000
1001AY0o8	05.12.2022 10.27.12,257000000
1001AY0o7	05.12.2022 10.41.23,921000000
1001AY0o0	05.12.2022 10.15.26,395000000
1001AY0NS	05.12.2022 10.07.22,164000000
1001AY0NQ	05.12.2022 10.03.48,520000000
1001AY0NP	05.12.2022 10.03.52,704000000
1001AY0No	05.12.2022 10.07.05,642000000
1001AY0NM	05.12.2022 10.04.38,820000000
1001AY0NL	05.12.2022 10.00.55,267000000
1001AY0NF	05.12.2022 09.51.39,250000000
1001AY0NE	05.12.2022 09.53.20,542000000
1001AY0N9	05.12.2022 09.47.39,791000000
1001AY0N6	05.12.2022 09.50.55,919000000
1001AY0N5	05.12.2022 10.00.47,017000000
1001AY0N4	05.12.2022 09.44.02,712000000
1001AY0N0	05.12.2022 09.37.07,815000000
1001AY0MZ	05.12.2022 09.37.07,071000000
1001AY0MY	05.12.2022 10.05.49,251000000
1001AY0MW	05.12.2022 09.44.34,984000000
1001AY0MU	05.12.2022 09.38.09,141000000
1001AY0MT	05.12.2022 09.30.15,544000000
1001AY0MS	05.12.2022 09.32.06,526000000
1001AY0MR	05.12.2022 09.28.46,734000000
1001AY0MQ	05.12.2022 09.38.27,080000000
1001AY0Mi	05.12.2022 09.27.47,198000000
1001AY0MH	05.12.2022 09.28.35,507000000
1001AY0MF	05.12.2022 09.27.51,277000000
1001AY0ME	05.12.2022 09.20.32,744000000
1001AY0MD	05.12.2022 09.15.45,864000000
1001AY0MB	05.12.2022 09.14.54,554000000
1001AY0MA	05.12.2022 09.16.10,439000000
1001AY0M9	05.12.2022 09.13.43,320000000
1001AY0M7	05.12.2022 09.10.08,077000000
1001AY0M2	05.12.2022 09.14.55,402000000
1001AY0M1	05.12.2022 09.13.25,424000000
1001AY0M0	05.12.2022 09.04.45,163000000
1001AY0LZ	05.12.2022 09.03.05,681000000
1001AY0LX	05.12.2022 09.01.52,167000000
1001AY0LW	05.12.2022 08.53.42,941000000
1001AY0LS	05.12.2022 08.44.20,666000000
1001AY0LR	05.12.2022 08.32.54,995000000
1001AY0Lo	05.12.2022 08.29.44,404000000
1001AY0LN	05.12.2022 08.26.36,011000000
1001AY0LM	05.12.2022 08.22.25,466000000
1001AY0LL	05.12.2022 08.22.10,402000000
1001AY0Li	05.12.2022 08.12.24,603000000
1001AY0LH	05.12.2022 08.12.03,188000000
1001AY0LG	05.12.2022 08.11.08,346000000
1001AY0LE	05.12.2022 08.06.14,136000000
1001AY0LB	05.12.2022 07.48.50,757000000
1001AY0L9	05.12.2022 07.47.07,985000000
1001AY0L4	05.12.2022 07.34.30,413000000
1001AY0L3	05.12.2022 07.39.00,705000000
1001AY0L1	05.12.2022 07.25.15,303000000
1001AY0L0	05.12.2022 07.29.38,058000000
1001AY0KV	05.12.2022 07.04.33,713000000
1001AY0KU	05.12.2022 07.02.11,516000000
1001AY0KT	05.12.2022 06.59.27,600000000
1001AY0KQ	05.12.2022 06.52.55,869000000
1001AY0KJ	05.12.2022 06.34.31,293000000
1001AY0Ki	05.12.2022 06.28.13,428000000
1001AY0KH	05.12.2022 06.26.42,833000000
1001AY0KE	05.12.2022 06.21.35,236000000
1001AY0KC	05.12.2022 06.11.09,798000000
1001AY0K8	05.12.2022 05.57.05,313000000
1001AY0K7	05.12.2022 05.56.52,932000000
1001AY0K3	05.12.2022 05.08.02,417000000
1001AY0K1	05.12.2022 05.00.42,366000000
1001AY0JY	05.12.2022 04.48.40,877000000
1001AY0JW	05.12.2022 04.18.17,530000000
1001AY0JV	05.12.2022 04.11.24,335000000
1001AY0JR	05.12.2022 00.56.36,297000000
1001AY0JN	05.12.2022 00.58.52,865000000
1001AY0JK	05.12.2022 00.27.23,487000000
1001AY0JJ	05.12.2022 00.25.12,492000000
1001AY0JG	05.12.2022 00.15.55,038000000
1001AY0JF	05.12.2022 00.14.07,196000000
1001AY0JB	05.12.2022 00.10.54,237000000
1001AY0J9	05.12.2022 00.07.40,715000000
1001AY0J8	05.12.2022 00.15.41,569000000
1001AY0iZ	04.12.2022 23.36.02,183000000
1001AY0iW	04.12.2022 23.40.34,021000000
1001AY0iR	04.12.2022 23.11.17,272000000
1001AY0iP	04.12.2022 23.15.05,871000000
1001AY0io	04.12.2022 23.03.57,986000000
1001AY0iN	04.12.2022 22.59.48,366000000
1001AY0iM	04.12.2022 23.05.09,671000000
1001AY0iL	04.12.2022 22.58.41,844000000
1001AY0iJ	04.12.2022 23.00.51,730000000
1001AY0ii	04.12.2022 22.45.02,463000000
1001AY0iH	04.12.2022 22.57.07,804000000
1001AY0iC	04.12.2022 23.06.08,572000000
1001AY0iB	04.12.2022 22.35.29,452000000
1001AY0iA	04.12.2022 22.31.07,949000000
1001AY0i9	04.12.2022 22.29.55,897000000
1001AY0i7	04.12.2022 22.27.47,252000000
1001AY0i5	04.12.2022 22.34.01,376000000
1001AY0i4	04.12.2022 22.24.47,702000000
1001AY0i3	04.12.2022 23.06.11,921000000
1001AY0i2	04.12.2022 22.15.29,104000000
1001AY0HZ	04.12.2022 22.06.54,014000000
1001AY0HV	04.12.2022 22.01.37,405000000
1001AY0HU	04.12.2022 22.52.24,642000000
1001AY0HP	04.12.2022 21.52.36,733000000
1001AY0HN	04.12.2022 22.12.42,867000000
1001AY0HL	04.12.2022 21.40.40,030000000
1001AY0HJ	04.12.2022 21.37.58,559000000
1001AY0HG	04.12.2022 21.20.53,354000000
1001AY0HF	04.12.2022 21.14.34,483000000
1001AY0HE	05.12.2022 01.29.28,416000000
1001AY0HD	04.12.2022 21.17.03,388000000
1001AY0HC	04.12.2022 21.18.14,281000000
1001AY0HB	04.12.2022 21.10.13,763000000
1001AY0HA	04.12.2022 21.28.51,518000000
1001AY0H9	04.12.2022 21.09.26,996000000
1001AY0H7	04.12.2022 21.19.38,099000000
1001AY0H3	04.12.2022 21.07.36,786000000
1001AY0H0	04.12.2022 21.20.49,086000000
1001AY0GY	04.12.2022 20.59.38,505000000
1001AY0GU	04.12.2022 20.58.50,499000000
1001AY0GT	04.12.2022 20.53.27,988000000
1001AY0GR	04.12.2022 21.18.15,754000000
1001AY0GP	04.12.2022 20.59.04,737000000
1001AY0GN	04.12.2022 20.43.40,609000000
1001AY0GM	04.12.2022 21.13.06,774000000
1001AY0GJ	04.12.2022 20.29.59,927000000
1001AY0Gi	04.12.2022 20.28.36,585000000
1001AY0GB	04.12.2022 20.12.36,323000000
1001AY0GA	04.12.2022 20.16.03,248000000
1001AY0G9	04.12.2022 20.14.20,998000000
1001AY0G7	04.12.2022 20.09.09,396000000
1001AY0G6	04.12.2022 20.07.55,526000000
1001AY0G3	04.12.2022 20.05.50,899000000
1001AY0FY	04.12.2022 19.38.49,895000000
1001AY0FV	04.12.2022 19.35.06,830000000
1001AY0FL	04.12.2022 19.30.42,953000000
1001AY0FK	04.12.2022 19.22.26,258000000
1001AY0FJ	04.12.2022 19.07.30,595000000
1001AY0FF	04.12.2022 19.02.08,328000000
1001AY0FD	04.12.2022 19.07.00,323000000
1001AY0FC	04.12.2022 19.01.13,726000000
1001AY0F9	04.12.2022 19.08.39,030000000
1001AY0F8	04.12.2022 18.52.51,280000000
1001AY0F4	04.12.2022 18.49.42,933000000
1001AY0F0	04.12.2022 18.46.17,958000000
1001AY0EZ	04.12.2022 18.48.30,900000000
1001AY0EV	04.12.2022 18.40.33,399000000
1001AY0ES	05.12.2022 09.21.11,840000000
1001AY0Ei	04.12.2022 18.29.46,444000000
1001AY0EF	04.12.2022 18.19.13,534000000
1001AY0E8	04.12.2022 18.02.35,753000000
1001AY0E5	04.12.2022 17.48.22,687000000
1001AY0E4	04.12.2022 17.47.21,368000000
1001AY0E3	04.12.2022 17.38.20,022000000
1001AY0DX	04.12.2022 18.37.46,500000000
1001AY0DW	04.12.2022 17.38.32,420000000
1001AY0DT	04.12.2022 17.28.08,825000000
1001AY0DQ	04.12.2022 17.16.20,114000000
1001AY0DP	04.12.2022 17.27.25,908000000
1001AY0Do	04.12.2022 17.13.22,277000000
1001AY0DM	05.12.2022 07.08.11,625000000
1001AY0DK	04.12.2022 16.41.28,171000000
1001AY0Di	04.12.2022 16.50.54,002000000
1001AY0DH	04.12.2022 16.34.36,698000000
1001AY0DF	05.12.2022 14.14.14,665000000
1001AY0D9	04.12.2022 16.14.09,315000000
1001AY0D8	04.12.2022 16.21.50,136000000
1001AY0D7	04.12.2022 16.07.58,625000000
1001AY0D3	04.12.2022 15.58.35,185000000
1001AY0CZ	04.12.2022 15.44.05,761000000
1001AY0CX	04.12.2022 16.35.11,626000000
1001AY0CU	04.12.2022 15.45.18,330000000
1001AY0CT	05.12.2022 00.42.18,875000000
1001AY0CR	04.12.2022 15.27.52,754000000
1001AY0CQ	04.12.2022 15.41.36,808000000
1001AY0CN	04.12.2022 15.07.22,200000000
1001AY0CM	04.12.2022 15.04.03,600000000
1001AY0CL	04.12.2022 15.02.27,901000000
1001AY0CH	04.12.2022 14.53.09,102000000
1001AY0CG	04.12.2022 14.44.24,753000000
1001AY0CA	04.12.2022 14.36.42,647000000
1001AY0C7	04.12.2022 14.31.02,394000000
1001AY0C3	04.12.2022 14.23.48,921000000
1001AY0C1	04.12.2022 14.14.25,036000000
1001AY0BZ	04.12.2022 14.16.34,514000000
1001AY0BX	04.12.2022 14.09.17,201000000
1001AY0BW	04.12.2022 14.56.11,562000000
1001AY0BU	04.12.2022 14.42.40,039000000
1001AY0BS	04.12.2022 14.04.17,780000000
1001AY0BR	04.12.2022 13.52.55,141000000
1001AY0BL	04.12.2022 13.46.50,436000000
1001AY0BK	04.12.2022 13.39.45,981000000
1001AY0Bi	04.12.2022 13.37.06,197000000
1001AY0BH	04.12.2022 13.41.57,893000000
1001AY0BB	04.12.2022 13.23.58,677000000
1001AY0B9	04.12.2022 13.32.31,636000000
1001AY0B6	04.12.2022 13.24.30,738000000
1001AY0B4	04.12.2022 13.20.40,787000000
1001AY0B3	04.12.2022 13.06.29,851000000
1001AY0AZ	04.12.2022 12.57.17,496000000
1001AY0AX	04.12.2022 12.54.06,515000000
1001AY0AT	04.12.2022 12.41.17,249000000
1001AY0AP	04.12.2022 12.39.33,370000000
1001AY0AM	04.12.2022 12.15.41,759000000
1001AY0AL	04.12.2022 12.14.55,622000000
1001AY0AK	04.12.2022 12.57.15,811000000
1001AY0AF	04.12.2022 12.02.56,676000000
1001AY0AE	04.12.2022 11.53.58,572000000
1001AY0AD	04.12.2022 11.59.59,053000000
1001AY0AC	04.12.2022 11.54.40,483000000
1001AY0A8	04.12.2022 11.39.50,998000000
1001AY0A6	05.12.2022 08.02.29,015000000
1001AY0A4	04.12.2022 11.54.05,774000000
1001AY0A3	04.12.2022 11.35.25,046000000
1001AY0A1	04.12.2022 11.26.44,239000000
1001AY09X	04.12.2022 11.28.17,007000000
1001AY09U	04.12.2022 11.04.51,766000000
1001AY09T	04.12.2022 11.02.05,392000000
1001AY09R	04.12.2022 11.08.43,636000000
1001AY09N	04.12.2022 12.07.47,529000000
1001AY09M	04.12.2022 10.56.10,264000000
1001AY09K	04.12.2022 10.55.07,987000000
1001AY09i	04.12.2022 10.36.04,216000000
1001AY09H	04.12.2022 10.47.22,215000000
1001AY09G	04.12.2022 10.51.58,361000000
1001AY099	04.12.2022 09.43.24,535000000
1001AY097	04.12.2022 09.33.03,119000000
1001AY08Z	09.12.2022 10.55.24,013000000
1001AY08W	04.12.2022 07.43.57,370000000
1001AY08S	04.12.2022 06.34.29,542000000
1001AY08Q	04.12.2022 03.15.26,413000000
1001AY08K	04.12.2022 02.00.16,376000000
1001AY08i	04.12.2022 01.45.01,545000000
1001AY08H	04.12.2022 01.31.33,048000000
1001AY08C	04.12.2022 01.17.58,442000000
1001AY089	04.12.2022 01.22.46,887000000
1001AY086	04.12.2022 00.37.41,156000000
1001AY084	04.12.2022 00.21.41,189000000
1001AY083	04.12.2022 00.20.26,291000000
1001AY081	04.12.2022 14.56.48,554000000
1001AY07Z	03.12.2022 23.42.06,607000000
1001AY07Y	03.12.2022 23.39.38,194000000
1001AY07X	03.12.2022 23.42.11,129000000
1001AY07U	03.12.2022 23.21.37,103000000
1001AY07T	04.12.2022 22.14.02,824000000
1001AY07S	03.12.2022 23.15.43,122000000
1001AY07R	03.12.2022 23.21.04,550000000
1001AY07Q	03.12.2022 22.56.01,147000000
1001AY07o	03.12.2022 22.45.38,268000000
1001AY07N	05.12.2022 06.33.13,475000000
1001AY07L	03.12.2022 22.21.00,328000000
1001AY07J	03.12.2022 22.07.29,474000000
1001AY07i	03.12.2022 22.04.09,436000000
1001AY07H	03.12.2022 22.03.14,361000000
1001AY07E	03.12.2022 21.58.52,621000000
1001AY07A	03.12.2022 21.34.48,549000000
1001AY074	03.12.2022 21.24.31,669000000
1001AY06Z	03.12.2022 21.15.02,396000000
1001AY06V	03.12.2022 20.52.57,900000000
1001AY06T	03.12.2022 20.24.20,633000000
1001AY06K	03.12.2022 19.30.48,142000000
1001AY06i	05.12.2022 11.14.03,223000000
1001AY06G	03.12.2022 19.28.07,564000000
1001AY06A	03.12.2022 19.19.21,289000000
1001AY069	03.12.2022 19.18.38,270000000
1001AY066	03.12.2022 19.25.37,003000000
1001AY064	03.12.2022 18.58.43,031000000
1001AY05Z	03.12.2022 18.55.54,966000000
1001AY05X	03.12.2022 18.44.53,691000000
1001AY05W	03.12.2022 18.33.40,117000000
1001AY05V	03.12.2022 18.33.54,655000000
1001AY05T	03.12.2022 19.06.27,785000000
1001AY05R	03.12.2022 18.32.17,395000000
1001AY05P	03.12.2022 18.41.24,426000000
1001AY05i	03.12.2022 18.01.10,940000000
1001AY05E	03.12.2022 17.55.52,383000000
1001AY05C	03.12.2022 17.37.14,973000000
1001AY05B	03.12.2022 17.39.43,978000000
1001AY05A	03.12.2022 17.33.56,532000000
1001AY059	03.12.2022 17.48.47,635000000
1001AY058	03.12.2022 17.30.20,152000000
1001AY057	03.12.2022 17.23.01,985000000
1001AY056	03.12.2022 17.22.09,166000000
1001AY055	03.12.2022 17.23.39,251000000
1001AY052	03.12.2022 17.03.55,561000000
1001AY050	03.12.2022 17.52.37,323000000
1001AY04Y	03.12.2022 17.27.25,181000000
1001AY04W	03.12.2022 16.48.29,498000000
1001AY04V	03.12.2022 16.59.51,749000000
1001AY04Q	03.12.2022 16.57.56,203000000
1001AY04o	03.12.2022 16.18.10,442000000
1001AY04N	03.12.2022 16.14.50,626000000
1001AY04H	03.12.2022 15.46.08,202000000
1001AY04G	03.12.2022 15.55.40,653000000
1001AY04E	03.12.2022 15.44.08,109000000
1001AY04C	03.12.2022 16.07.03,059000000
1001AY04B	03.12.2022 15.35.38,181000000
1001AY04A	03.12.2022 15.34.29,719000000
1001AY049	03.12.2022 15.34.12,959000000
1001AY047	03.12.2022 15.24.12,578000000
1001AY041	05.12.2022 22.27.51,162000000
1001AY03Z	03.12.2022 15.10.06,165000000
1001AY03Y	03.12.2022 15.17.15,123000000
1001AY03X	03.12.2022 14.58.22,444000000
1001AY03T	03.12.2022 15.30.19,868000000
1001AY03R	03.12.2022 14.56.16,359000000
1001AY03P	03.12.2022 14.38.30,400000000
1001AY03N	03.12.2022 14.28.16,446000000
1001AY03L	03.12.2022 14.59.43,326000000
1001AY03J	03.12.2022 14.35.39,726000000
1001AY03H	03.12.2022 14.30.19,134000000
1001AY03G	03.12.2022 14.18.02,176000000
1001AY03D	03.12.2022 14.17.37,318000000
1001AY03C	03.12.2022 14.05.15,746000000
1001AY036	03.12.2022 14.03.27,889000000
1001AY035	03.12.2022 13.52.46,514000000
1001AY034	03.12.2022 13.57.19,910000000
1001AY031	03.12.2022 14.17.04,942000000
1001AY02Y	03.12.2022 13.38.32,523000000
1001AY02S	03.12.2022 13.36.39,317000000
1001AY02R	05.12.2022 07.51.20,438000000
1001AY02P	03.12.2022 13.35.45,564000000
1001AY02J	03.12.2022 13.08.54,702000000
1001AY02i	03.12.2022 13.06.32,596000000
1001AY02F	03.12.2022 13.09.35,851000000
1001AY02D	03.12.2022 12.45.18,843000000
1001AY02A	03.12.2022 12.44.20,922000000
1001AY029	03.12.2022 12.39.03,597000000
1001AY028	03.12.2022 12.57.27,909000000
1001AY024	03.12.2022 12.33.59,816000000
1001AY023	03.12.2022 12.27.47,841000000
1001AY022	03.12.2022 12.21.02,290000000
1001AY01Y	03.12.2022 12.14.27,147000000
1001AY01X	03.12.2022 12.15.59,267000000
1001AY01V	03.12.2022 12.06.32,219000000
1001AY01T	03.12.2022 12.02.48,245000000
1001AY01o	03.12.2022 11.50.41,841000000
1001AY01N	03.12.2022 11.49.37,942000000
1001AY01L	03.12.2022 11.40.46,518000000
1001AY01i	05.12.2022 09.08.54,257000000
1001AY01H	03.12.2022 11.28.47,789000000
1001AY01E	03.12.2022 11.23.25,176000000
1001AY01A	03.12.2022 11.14.05,886000000
1001AY017	03.12.2022 11.19.16,640000000
1001AY016	03.12.2022 12.54.28,414000000
1001AY015	03.12.2022 11.23.06,995000000
1001AY013	03.12.2022 11.00.24,349000000
1001AY012	03.12.2022 11.10.29,534000000
1001AY011	03.12.2022 10.55.44,897000000
1001AY010	03.12.2022 11.09.42,089000000
1001AY00Y	03.12.2022 10.47.44,619000000
1001AY00W	03.12.2022 10.39.06,071000000
1001AY00P	03.12.2022 10.23.46,073000000
1001AY00o	03.12.2022 10.27.11,034000000
1001AY00N	03.12.2022 10.22.54,542000000
1001AY00K	03.12.2022 10.23.56,751000000
1001AY00D	03.12.2022 10.26.36,303000000
1001AY00C	03.12.2022 10.03.40,835000000
1001AY00B	03.12.2022 10.03.52,677000000
1001AY00A	03.12.2022 10.07.56,369000000
1001AY006	03.12.2022 09.53.42,916000000
1001AY005	03.12.2022 09.53.30,271000000
1001AY002	03.12.2022 09.48.18,892000000
1001AY001	03.12.2022 09.47.11,315000000
1001AY000	03.12.2022 09.41.20,670000000
1001AXZZV	03.12.2022 09.29.21,229000000
1001AXZZT	03.12.2022 09.48.30,547000000
1001AXZZR	03.12.2022 09.11.41,485000000
1001AXZZQ	03.12.2022 09.08.03,124000000
1001AXZZP	03.12.2022 09.08.24,484000000
1001AXZZo	03.12.2022 09.31.37,123000000
1001AXZZL	03.12.2022 09.01.53,569000000
1001AXZZJ	03.12.2022 08.44.11,243000000
1001AXZZi	03.12.2022 08.41.47,751000000
1001AXZZH	03.12.2022 08.41.35,534000000
1001AXZZD	03.12.2022 08.34.04,432000000
1001AXZZC	03.12.2022 08.21.26,104000000
1001AXZZA	03.12.2022 08.15.28,804000000
1001AXZZ9	03.12.2022 08.11.55,705000000
1001AXZZ6	03.12.2022 08.40.46,503000000
1001AXZZ5	04.12.2022 20.51.06,748000000
1001AXZZ2	05.12.2022 13.13.12,427000000
1001AXZZ1	03.12.2022 07.43.45,427000000
1001AXZYY	03.12.2022 07.34.17,790000000
1001AXZYX	03.12.2022 07.10.29,108000000
1001AXZYU	03.12.2022 06.15.42,186000000
1001AXZYT	03.12.2022 06.07.51,262000000
1001AXZYR	03.12.2022 05.37.10,305000000
1001AXZYN	03.12.2022 05.14.22,542000000
1001AXZYJ	03.12.2022 03.21.36,351000000
1001AXZYi	03.12.2022 02.32.53,786000000
1001AXZYF	03.12.2022 01.48.45,987000000
1001AXZYB	03.12.2022 00.57.53,488000000
1001AXZY8	03.12.2022 00.54.47,485000000
1001AXZY2	03.12.2022 00.39.06,288000000
1001AXZXZ	03.12.2022 00.22.15,896000000
1001AXZXX	03.12.2022 00.07.06,396000000
1001AXZXW	02.12.2022 23.56.00,652000000
1001AXZXR	03.12.2022 00.04.36,616000000
1001AXZXQ	03.12.2022 10.35.26,859000000
1001AXZXP	02.12.2022 23.43.45,392000000
1001AXZXN	08.12.2022 11.21.20,173000000
1001AXZXM	02.12.2022 23.36.18,965000000
1001AXZXL	02.12.2022 23.30.20,578000000
1001AXZXK	02.12.2022 23.26.08,633000000
1001AXZXJ	02.12.2022 23.23.11,331000000
1001AXZXi	02.12.2022 23.11.59,815000000
1001AXZXD	02.12.2022 23.08.29,387000000
1001AXZXB	02.12.2022 22.40.06,107000000
1001AXZXA	02.12.2022 22.55.53,969000000
1001AXZX8	02.12.2022 22.27.25,642000000
1001AXZX5	02.12.2022 22.16.23,583000000
1001AXZX3	02.12.2022 22.15.38,841000000
1001AXZX1	02.12.2022 22.16.39,953000000
1001AXZWY	02.12.2022 21.54.16,516000000
1001AXZWW	02.12.2022 21.45.16,583000000
1001AXZWT	02.12.2022 21.35.50,987000000
1001AXZWN	02.12.2022 21.17.38,758000000
1001AXZWL	02.12.2022 21.14.07,210000000
1001AXZWC	02.12.2022 20.49.49,624000000
1001AXZWB	02.12.2022 20.48.16,711000000
1001AXZWA	02.12.2022 20.44.27,254000000
1001AXZW7	02.12.2022 20.30.41,459000000
1001AXZW6	02.12.2022 20.18.04,154000000
1001AXZW5	02.12.2022 20.20.30,218000000
1001AXZVV	02.12.2022 20.15.10,761000000
1001AXZVU	02.12.2022 19.52.11,955000000
1001AXZVR	02.12.2022 20.49.42,161000000
1001AXZVJ	02.12.2022 19.11.43,426000000
1001AXZVA	02.12.2022 18.52.30,770000000
1001AXZV8	02.12.2022 18.59.47,859000000
1001AXZV6	02.12.2022 18.19.11,799000000
1001AXZV3	02.12.2022 18.06.19,766000000
1001AXZV1	02.12.2022 18.06.08,816000000
1001AXZUY	02.12.2022 17.46.12,171000000
1001AXZUX	02.12.2022 17.45.54,267000000
1001AXZUR	02.12.2022 17.43.59,033000000
1001AXZUM	02.12.2022 17.16.44,071000000
1001AXZUK	02.12.2022 17.09.29,941000000
1001AXZUG	02.12.2022 16.53.15,551000000
1001AXZUE	02.12.2022 16.50.03,416000000
1001AXZUB	02.12.2022 16.39.57,468000000
1001AXZU9	02.12.2022 16.41.40,019000000
1001AXZU6	02.12.2022 16.37.29,934000000
1001AXZU5	02.12.2022 16.23.40,011000000
1001AXZU1	02.12.2022 16.17.30,315000000
1001AXZTW	02.12.2022 16.10.03,702000000
1001AXZTV	02.12.2022 16.09.12,284000000
1001AXZTN	02.12.2022 15.59.22,149000000
1001AXZTK	02.12.2022 16.01.20,147000000
1001AXZTJ	02.12.2022 15.57.19,872000000
1001AXZTi	02.12.2022 15.49.37,427000000
1001AXZTG	02.12.2022 15.46.05,122000000
1001AXZTE	02.12.2022 15.45.14,658000000
1001AXZT9	02.12.2022 15.38.51,030000000
1001AXZT8	02.12.2022 17.09.15,916000000
1001AXZT7	02.12.2022 15.34.20,740000000
1001AXZSU	07.12.2022 13.59.01,828000000
1001AXZSS	05.12.2022 17.16.40,460000000
1001AXZSN	02.12.2022 15.15.05,627000000
1001AXZSM	02.12.2022 15.31.21,668000000
1001AXZSK	02.12.2022 15.11.16,061000000
1001AXZSE	08.12.2022 06.26.57,808000000
1001AXZS8	02.12.2022 15.26.51,770000000
1001AXZS3	02.12.2022 14.55.30,871000000
1001AXZS2	02.12.2022 14.51.24,287000000
1001AXZRZ	02.12.2022 14.44.56,868000000
1001AXZRN	02.12.2022 14.33.16,749000000
1001AXZRK	02.12.2022 14.29.16,319000000
1001AXZRJ	02.12.2022 14.34.41,810000000
1001AXZRi	02.12.2022 14.25.57,600000000
1001AXZRD	02.12.2022 14.29.20,622000000
1001AXZRB	02.12.2022 14.45.11,702000000
1001AXZRA	02.12.2022 14.25.27,174000000
1001AXZR7	02.12.2022 14.39.27,463000000
1001AXZR2	02.12.2022 14.17.26,303000000
1001AXZQU	02.12.2022 14.10.17,151000000
1001AXZQS	02.12.2022 14.06.37,430000000
1001AXZQQ	02.12.2022 14.08.31,901000000
1001AXZQP	02.12.2022 14.03.54,561000000
1001AXZQM	02.12.2022 14.02.38,768000000
1001AXZQL	02.12.2022 14.03.53,591000000
1001AXZQG	02.12.2022 14.01.20,405000000
1001AXZQF	02.12.2022 13.58.50,740000000
1001AXZQE	02.12.2022 13.52.26,121000000
1001AXZQD	02.12.2022 13.49.17,693000000
1001AXZQB	08.12.2022 12.50.27,393000000
1001AXZQ9	09.12.2022 10.51.23,832000000
1001AXZQ7	02.12.2022 14.04.14,852000000
1001AXZQ2	02.12.2022 13.46.11,704000000
1001AXZPZ	02.12.2022 13.45.07,650000000
1001AXZPX	02.12.2022 13.40.53,005000000
1001AXZPV	02.12.2022 13.35.44,073000000
1001AXZPU	02.12.2022 13.52.03,254000000
1001AXZPT	02.12.2022 13.33.28,651000000
1001AXZPR	02.12.2022 13.41.45,915000000
1001AXZPo	02.12.2022 13.28.14,130000000
1001AXZPN	02.12.2022 13.32.29,604000000
1001AXZPM	02.12.2022 13.24.25,010000000
1001AXZPL	02.12.2022 13.24.51,760000000
1001AXZPH	02.12.2022 13.20.34,195000000
1001AXZPE	02.12.2022 14.06.48,708000000
1001AXZPC	02.12.2022 13.13.09,630000000
1001AXZPA	02.12.2022 13.41.33,705000000
1001AXZP9	02.12.2022 13.10.22,320000000
1001AXZP6	02.12.2022 13.38.53,095000000
1001AXZP3	02.12.2022 13.21.16,691000000
1001AXZoZ	02.12.2022 13.30.51,637000000
1001AXZoY	02.12.2022 13.07.27,818000000
1001AXZoX	02.12.2022 13.00.52,364000000
1001AXZoW	02.12.2022 13.02.20,318000000
1001AXZoV	02.12.2022 13.26.51,009000000
1001AXZoS	02.12.2022 12.58.20,075000000
1001AXZoP	02.12.2022 13.48.51,153000000
1001AXZoN	02.12.2022 12.54.29,352000000
1001AXZoB	05.12.2022 19.52.20,224000000
1001AXZo8	02.12.2022 12.41.17,521000000
1001AXZo7	02.12.2022 12.58.39,108000000
1001AXZo6	02.12.2022 12.43.09,521000000
1001AXZo2	02.12.2022 12.38.16,631000000
1001AXZNZ	02.12.2022 12.33.45,241000000
1001AXZNY	08.12.2022 11.30.25,736000000
1001AXZNX	02.12.2022 12.34.58,272000000
1001AXZNW	02.12.2022 12.33.26,281000000
1001AXZNT	02.12.2022 14.50.30,042000000
1001AXZNS	02.12.2022 12.23.55,898000000
1001AXZNR	02.12.2022 12.34.57,446000000
1001AXZNM	02.12.2022 12.22.07,732000000
1001AXZNL	02.12.2022 12.24.17,826000000
1001AXZNJ	02.12.2022 12.21.49,961000000
1001AXZNi	07.12.2022 11.47.29,107000000
1001AXZNH	02.12.2022 13.05.47,983000000
1001AXZNG	02.12.2022 12.17.08,353000000
1001AXZNF	02.12.2022 12.17.36,064000000
1001AXZNB	02.12.2022 12.24.21,345000000
1001AXZN8	02.12.2022 12.18.51,474000000
1001AXZN4	02.12.2022 12.12.34,877000000
1001AXZMY	02.12.2022 12.10.03,175000000
1001AXZMT	09.12.2022 00.36.58,659000000
